"index","工作內容"
46,"CLN 是一兼具年輕新創活力、高端商務格局、且快速成長中的公司。在 CLN，我們致力於打造時尚、專業、值得信賴的企業形象，我們重視員工的自我專案管理與團隊合作能力，提供舒適有質感的工作環境，讓每個人勇於挑戰並發展自我。

我們正在尋找擁有網頁架設與設計能力的夥伴！若你擁有以下專長，歡迎你成為我們的一份子！CLN 將提供多元的完整的與自由的專案執行機會，讓你盡情發想創意、發揮才能！

【工作內容】
✔ 以 WordPress、Wix.com 系統架設網頁
✔ 網頁素材設計及製作
✔ 優化及美化網頁視覺設計
✔ 例行網站維護工作

【條件要求】
歡迎具有以下特質的大二 ( 以上 ) 在學學生、應屆畢業生應徵
✔ 工作時間和地點彈性，依照網頁設計需求專案派工，能長期實習或配合者優先考慮

【人格特質】
✔ 良好的邏輯能力
✔ 能夠獨立作業，有專案執行或行銷企劃經驗者尤佳
✔ 重視細節、對品質自我要求

【能力要求】
✔ 熟悉或願意學習 WordPress、Wix.com 系統者
✔ 具備網頁設計之美感與視覺傳達能力
✔ 了解或熟悉 HTML 語法，擅長 CSS、C++ 能力者加分
✔ 具備進階文字能力，能流暢撰寫文案者加分
✔ 熟悉 MS Office、Google doc 等文書處理程式，擅長 AI 等影像繪圖軟體者加分

【加分條件】
✔ 對網站製作有熱忱、曾具備網站或網路活動相關經驗者佳
✔ 了解操作行銷數據工具的相關知識
✔ 對英語或外語顧問產業有興趣

【加碼福利】
✔ 不定期與主管一對一的聚餐：聊成長、談未來。
✔ 可參與實習生計畫 CLN 商學院的商管與實務操作教育訓練。
✔ 優質且免費的進修機會：能免費上到價值數萬的英文及商業課程，並提供各式進修津貼。

更多實習內容與心得，歡迎參考此網頁：https://reurl.cc/5q9g8G"
47,"SiFive is on a mission to make it easier and faster to build custom chips for the new age of computing based on data, AI, and communications. SiFive is the leading provider of commercial processor cores using the exciting, new RISC-V standard being adopted and evaluated by leading technology companies worldwide. Founded by the inventors of RISC-V, and led by a team of seasoned industry executives, SiFive offers the expertise, tools, and tech to enable customized silicon to be developed specifically for each customer’s needs. 

You will be joining a team with passion and purpose: democratizing access to silicon, to unlock customer roadmaps and enable new product experiences in exciting new growth markets.

Location: Please note that due to COVID-19, the Taiwan-based internships in 2021 are only open to Taiwan-based candidates.

What You Will Work On:
As an Intern on the System Software team, you will have a chance to work on a project which will integrate both CI and yocto. There are many aspects of this larger project which you can do based on your background and interests. For example: python work to integrate an extension into yocto, C work to debug the Linux kernel, and the integration work to include tools (python/ shell/ etc.).


What You Will Learn:
The Linux kernel, debugging skills, automation testing flow and practical python.
"
48,"工作內容：
協助系統開發與資料維護

需求技能：
1. VB6 & VB.NET 
2. WinForm application development experience & knowledge.
3. Knowing how to use Database (Oracle/MS SQL).
4. Web application development experience & knowledge.

其他條件：
1. 對軟體開發具高度興趣
2. Web application development experience is a plus
3  Python /Django Web Programming or NET Core web application is a plus

*可實習一學年者優先錄取"
49,"【2021 點點印實習計畫】

•　計畫介紹
點點印是台灣最大的照片書服務，擁有超過36萬粉絲，結合最新的軟體技術、AI 演算法，讓大家把 IG / FB /手機 照片輕鬆印成漂亮的照片書、明信片等小物．目前已經累積印製超過一百萬冊作品，由於對印刷和設計質感的堅持，受到台灣、香港、澳門、新加坡、馬來西亞很多朋友的歡迎．

點點印擁有良好學習環境，這個計畫提供給在校學生與業界接軌，錄取者將有機會第一線參與專案，在這裡可以學習到網站開發與數位行銷領域最新的知識與應用，也有機會用員工價製作點點印的各類產品。

- 本職缺為長期實習，需可配合半年至一年以上，
- 寒暑假週一至週五，平日每週至少3天
- 可簽實習合約

有網頁 html、CSS基礎，想學習將技術實作，累積實務經驗？
想學習使用新一代照片編輯技術印出漂亮的書嗎？
歡迎加入點點印有創意的研發團隊！

【工作內容】
1. 協助網站切版 https://www.tintint.com
2. 協助前端程式開發
3. 活動內容上稿測試確認網站版型效果

- 熟悉前端工具 HTML / CSS / Javascript
- 了解 RWD 開發
- 對學習 react、git 有興趣

【上班時間】
一週至少3天，工作天數面議

【我們想要尋找的人】
1. 具有程式開發之背景，喜愛寫程式
2. 樂於學習，對於新的網路技術有高度興趣，充滿好奇心．
3. 邏輯能力強，喜歡發現問題並挑戰找出最佳解法
4. 習慣團隊合作，樂於和工作夥伴分享研究成果
5. 加分：喜愛攝影與旅行，熟悉點點印產品"
50,"【工作內容】
1. 協助電商系統功能開發、產品維運及其他事宜
2. 執行其他交辦事項活動等

【基本條件】
1. 資工資管資科相關科系學生，管理學院商學院對資訊科技技術管理有興趣者亦可
2. 對學習軟體開發有興趣者
3. 大三以上，研究生尤佳

【工作期間】
1. 工作日期：為期至少六個月
2. 排班方式：一週至少排班2天，每週至少12小時
3. 每日工作時間：9:30~18:30 (可彈性調整)
4. 時薪 175元，月薪為NTD 11,200~14,000間。

*因應Covid-19疫情影響，近期面試將調整為線上遠端面試
"
51,"聯成數網所研發 Cupoy AI學習社群( www.cupoy.com )已累積數千名熱愛機器學習與深度學習的同好在社群裡一同共學，我們正在招募更多熱愛AI知識分享的專家或同好一同加入AI知識的研習教學，如果你對資料工程與大數據相關的知識分享、資料工程專題實作或組團競賽有熱忱，希望找到自己專業發揮的舞台與知識變現的機會(近期累計發給專家的版稅分潤與獎金已超過350萬)，歡迎一同加入Cupoy AI學習社群。 
 
【工作內容】 
- 規畫與製作針對學生與在職人士AI知識課程、新知文章或用戶問答回覆。
- 本工作以線上參與為主，無論你在什麼地方都可以參加 。
- 你可使用正職工作以外的時間參與，時段自由，不影響正職工作 . 

【工作報酬】 
- 工作報酬為課程版稅分潤與線上參與社群之貢獻值獎金，版稅可創造長期被動收入。

【必要條件】
你需熟悉下列任二項以上的知識技能 (★任3項即可)
- 熟悉Python 與Python相關的資料工程開發環境 (Anaconda / Google Colab)
- 熟悉Linux / Docker 虛擬環境容器技術
- 熟悉Hadoop / Spark等大數據資料處理技術
- 熟悉RDBMS 資料庫實務教學經驗 (eg. MySQL / PostgreSQL)
- 熟悉NoSQL 資料庫實務教學經驗 (eg. Cassandra / MongoDB )
- 熟悉ElasticSearch等ELK框架實務教學經驗 
- 熟悉Python Web 或Node.js 程式開發實務經驗 (業界、教學)
- 其它AI相關新知的蒐集與匯整能力

【加分條件】
- 有實務教學經驗者佳
- 對AI有高度學習熱忱，願意與人協作共學
- 對自身職涯有明確規畫，有高度企圖心

【為什麼要加入Cupoy AI專家社群】
- 工作時間自由，你可以發揮斜槓力建立個人品牌，累積個人長期被動收入。
- 你可以將你的專業與知識創造價值，轉化為實際的收益。
- 你會跟非常優秀的AI專家一同參與課程規畫與知識分享。
- 你可以和學員一起教學相長，從解決學員的問題中得到成長並創造收益。
- 你可以讓更多人認識你在AI與資料科學/資料工程的相關專業，強化你的個人品牌。

【平台介紹】
■ Cupoy 知識服務電商服務 www.cupoy.com
介紹短片 : https://youtu.be/6h0ieoU1_i0
"
52,"【2021 點點印實習計畫】

•　計畫介紹
點點印是台灣最大的照片書服務，擁有超過36萬粉絲，結合最新的軟體技術、AI 演算法，讓大家把 IG / FB /手機 照片輕鬆印成漂亮的照片書、明信片等小物．目前已經累積印製超過一百萬冊作品，由於對印刷和設計質感的堅持，受到台灣、香港、澳門、新加坡、馬來西亞很多朋友的歡迎．

點點印擁有良好學習環境，這個計畫提供給在校學生與業界接軌，錄取者將有機會第一線參與專案，在這裡可以學習到網路技術及數位行銷領域最新的知識與應用，也有機會用員工價製作點點印的各類產品。

- 本職缺為長期實習，需可配合半年至一年以上，
- 寒暑假週一至週五，平日每週至少3天
- 可簽實習合約

有 PHP、MySql、HTML 基礎，想學習將技術實作，累積實務經驗？
喜歡鑽研 AI 及演算法，跟我們一起開發出下一世代照片應用產品的你，
歡迎加入點點印有創意的研發團隊！

【工作內容】
1. 開發新一代的照片編輯／客製化服務，
2. 維護 點點印網站 https://www.tintint.com
3. 與外部合作服務API串接與開發

- 熟悉後端程式開發 PHP
- 熟悉 MySQL db
- 有網站開發經驗

【上班時間】
一週至少3天，工作天數面議

【我們想要尋找的人】
1. 具有程式開發之背景，喜愛寫程式
2. 樂於學習，對於新的網路技術有高度興趣，充滿好奇心．
3. 邏輯能力強，喜歡發現問題並挑戰找出最佳解法
4. 習慣團隊合作，樂於和工作夥伴分享研究成果
5. 加分：喜愛攝影與旅行，熟悉點點印產品"
53,"1.錄音卡驅動程式撰寫及簡易GUI頁面整合;可單寫DRIVER部分。
2.執行時間：即日起明年中之間要完成。
3.有經驗於usb audio UAC2.0 driver 或WDM driver 及asio driver尤佳。
4.酬勞部份可再詳談，希望可長期配合。"
54,"【工作內容】
    影片剪輯及後製（多媒體）
    粉專廣告banner設計（視覺設計）
    網站網頁管理（系統）
    
【工作條件】
    對於教育以及程式領域，心中有一股熱情。
    具有說故事能力
    優秀文案撰寫能力
    
知識方面：
1.html語法
2.了解MVC架構
3.學習php laravel框架
4.學習git版本控管概念
5.基本資料庫概念(語法還好，有觀念就行)

心態方面：
1.良好的學習反應能力
2.良好的邏輯能力
3.強大的抗壓力
4.自主學習&解決問題能力
5.有創意與美感

【加分條件】
    了解wordpress
    長時間接觸數位媒體
    了解操作行銷數據工具的相關知識
【以能配合一年以上者為優先考量】"
55,"【職務內容】
1.製作公司商品圖文單張
2.基本影片剪輯、圖片美化
3.協助經營公司Youtube、FB、IG，文章活動發想
4.協助工程師進行軟體測試
5.文書處理、文件歸檔及管理
6.完成主管交辦事項 

【個性需求】
1.勇於表達自我想法
2.熱愛文字，對撰寫文案有興趣
3.有責任感
4.邏輯清晰
5.適應力強
6.能夠接受變動

我們是新創公司，即使是實習生，工內容也富有挑戰性、變動性，如果你的能力超群，我們也不吝邀請你執行更有趣、更具有挑戰性的工作項目。
我們希望實習生可以與公司配合半年~一年的時間，因為有完整的訓練才可以讓你有所收獲，實習期間，我們保證你的收穫會超過實習生的定義，如果表現良好，畢業後將會給予你成為我們團隊正式一份子的門票。

※如需簽訂與學校相關之學生實習合約，請提前告知，並提供相關資料，以利後續作業。

"
56,"(1)完整教育訓練
(2)環境清潔整理 
(3)班務服務
(4)學員關心、聯絡等相關事務"
57,"聯成數網所研發 Cupoy AI學習社群( www.cupoy.com )已累積超過萬名熱愛機器學習與深度學習的同好在社群裡一同共學，我們正在招募更多熱愛AI知識分享的專家或同好一同加入AI知識的研習教學，如果你對AI相關的知識分享、AI專題實作或組團競賽有熱忱，希望找到自己專業發揮的舞台與知識變現的機會(近期累計發給專家的版稅分潤與獎金已超過350萬)，歡迎一同加入 Cupoy AI學習社群。  

【工作內容】 
- 規畫與製作針對學生與在職人士AI知識課程、新知文章或用戶問答回覆。
- 本工作以線上參與為主，無論你在什麼地方都可以參加 。
- 你可使用正職工作以外的時間參與，時段自由，不影響正職工作 . 

【工作報酬】 
- 工作報酬為課程版稅分潤與線上參與社群之貢獻值獎金，版稅可創造長期被動收入。

【必要條件】
你需熟悉下列任二項以上的知識技能 (★任2項即可)
- 熟悉Python 與Python相關的資料科學、scikit-learn等函式庫；熟悉Anaconda / Google Colab 開發環境。
- 熟悉資料特徵工程、資料預處理技術，有實際處理過大規模資料集的資料前處理經驗
- 熟悉Python網路爬蟲的基礎與進階技術
- 熟悉NLP自然語言處理與機器學習/深度學習，並有相關的實務經驗 (業界、比賽、教學)
- 熟悉CV電腦視覺與機器學習/深度學習技術，並有相關的實務經驗 (業界、比賽、教學)
- 熟悉其它的深度學習技術，如GNN(Graph Neural Network)、RL(Reinforcement learning) ......，並有相關的實務經驗 (業界、比賽、教學)
- 熟悉各種AI演算法的原理與推導，並能以程式方式講解。
- 其它AI相關新知的蒐集與匯整能力

【加分條件】
- 有實務教學經驗者佳
- 對AI有高度學習熱忱，願意與人協作共學
- 對自身職涯有明確規畫，有高度企圖心 

【為什麼要加入Cupoy AI專家社群】
- 工作時間自由，你可以發揮斜槓力建立個人品牌，累積個人長期被動收入。
- 你可以將你的專業與知識創造價值，轉化為實際的收益。
- 你會跟非常優秀的AI專家一同參與課程規畫與知識分享。
- 你可以和學員一起教學相長，從解決學員的問題中得到成長並創造收益。
- 你可以讓更多人認識你在AI與資料科學/資料工程的相關專業，強化你的個人品牌。

【平台介紹】
■ Cupoy 知識服務電商服務 www.cupoy.com
介紹短片 : https://youtu.be/6h0ieoU1_i0
"
58,"工作內容
    規劃程式設計課程之內容（Scratch/Python/JavaScript/Arduino/AppInventor/Minecraft程式，熟悉其中之一即可）。
    開發教學用的程式設計專案與教具。
工作條件（符合其中之一即可）
    對於教育或程式領域，心中有一股熱情。
加分
    有課輔、家教、營隊、教學經驗。
    教育或者理工相關科系背景。"
59,"1.協助生產日投料計畫安排										
2.週生產報表製作、跟催並即時回報。										
3.協助產能預估並提出跨機需求										
4.生產相關跨部門溝通協調，並積極主動解決問題。										
5.協助生產相關報表製作 ( CT, OTD, ...)										

*可實習一學年、可排班週一至週五者優先錄取"
60,"1.	測試BIOS/Driver之可靠度
2.	負責複製軟體問題，做簡易分析
3.	協助開發自動化測試程式
4.	整理部門設備，開發部門設備借用QR code資料庫
5.	整理機台，檢查機台是否正常工作"
61,"1. 負責驗證BIOS/EC/MEFW 穩定度
2. 負責驗證Linux/windows相關測試
3. 負責驗證Intel MEFW compliance test"
62,"點點全球的測試與客服工程師是相當重要的角色，透過方法有效率的驗證產品系統功能。身為最熟悉產品功能的人，也扮演營運與技術部門的重要橋樑，讓部門間合作順暢。

工作內容
1. 撰寫產品使用手冊或專案文件
2. 釐清、歸納並驗證客服回報的問題，第一線即時障礙排除之技術支援。
3. 分析回報的原因並傳遞問題給相關人員，並追蹤後續進度。
4. 建立、維護測試環境，系統測試情境撰寫、測試程式撰寫，驗證軟體功能、整合測試、系統相容測試
5. 分析測試資料、釐清問題，撰寫測試報告，與開發團隊緊密協作，解決應用和服務的問題。

基本條件
資訊工程/資訊管理或相關科系
需具備良好的溝通表達、問題描述能力及服務熱誠，能與團隊有良好的互動協作
有耐心、主動積極、學習力強

加分項目
程式開發經驗
具備Web API自動化測試經驗、網站自動化測試Framework(E.g., Selenium)經驗。"
63,"以下說明為此職缺的工作內容，但如果您對新技術充滿熱忱，期待全方位的成長；而不是單純坐在辦公室Coding及跟PM吵架，做小螺絲釘的工作；歡迎您跟我們聯絡。

以下為工作內容：
1. 開發網頁介面(RWD、JavaScript、Node.js、PHP)
2. 使用Laravel框架
3. 可協助整合性專案作業進行
4. 可協助軟體產品開發
5. 使用 Git版控。
6. 熟悉Kubernetes及docker開發者佳
7. 熟悉Hadoop等大數據平台架設者佳

* 我們期望在互相討論及自由的管理方式下，建立每個員工與公司最佳的合作模式，互相成長。 
* 聯瞻有堅強專業技術及行銷團隊作為後盾，提供創新獨特全方位資訊顧問服務；基於目前的產品，我們也期望激發出更多創意，運用公司資源建立出更多符合客戶需求的產品。 
* 我們重視技術人才的培養與未來發展，我們強調共同討論、學習及成長，讓彼此互相進步，增進專業能力。

"
64,"<職務說明>
1. Develop tools for data collection, cleansing, processing, storage, and analytics
2. Develop data visualization to track data usage, and represent data insights
3. Write documents for architecture design and implementation
4. Develop systems for marketing automation

<相關條件>
1. Experience with Python or R, and SQL
2. Expertise in Linux/Unix environments and familiar with shell scripting
3. Required skills: Python, SQL, Linux/Unix, MySQL, GCP/AWS, Google Analytics/GTM
4. Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field"
65,"1.維護公司內部主機Server及網站環境。
2.處理個人電腦軟硬體的故障問題。
3.管理與維護公司網路和資料，並進行備份工作。
4.熟Windows ，Linux，VMWare 系統者佳
"
66,"歡迎夜間部工讀生報名
●倉庫備料
●組裝/插件/包裝
●一般測試員"
67,"=======================================
工讀時間：周一至周五白天９：００～１８：００
=======================================
✓ 資訊相關科系 
✓ 使用過 Android 模擬器
✓ 協助軟體功能測試
✓ 電話接聽
✓ 客服聯絡事項
✓ 事務性工作
✓ 完成主管交辦事項
=======================================
"
68,"【About the Role】
Tomofun 是一個自行研發創新 IoT 產品、並成功推廣到全球的台灣新創公司。藉由參與研發部門的日常、協助測試和內部系統的工作，你將可以接觸到完整的產品開發生命週期：從產品概念尚未成形，到PM提出需求、RD Team 的設計、產品化的考量、開發、測試、上線、維護、後續解決user問題等等，幾乎所有的會議和過程都有機會參與。 IoT 產品所需的每一部分技術，包括：雲端服務、資料庫、AWS 服務、3rd party SaaS、iOS 及 Android App、嵌入式系統、 AI 等等，以及各系統之間如何巧妙地整合起來、成為一個個帶給user的新功能。這些技術細節，你也都能藉由參與測試，得到既深且廣的了解，並和各領域的優秀工程師們學習。

【About the Company】
Tomofun是一間國際化的寵物科技新創公司，由Victor Chang及Maggie Cheung共同成立，並由趨勢科技創辦人Steve作為Mentor，運用最先進的技術-IoT物聯網、AI人工智慧、雲端大數據等，致力於帶給全世界寵物飼主源源不絕的歡樂與創新！

Furbo丟零食狗狗攝影機是我們推出的第一個革命性產品，讓飼主透過手機隨時與狗狗遠端互動，還能進一步追蹤和分析狗狗的行為，真正實踐寵物就是家人，永遠緊緊相依的願景。Furbo不只在台灣受注目，於全球十個國家的Amazon平台上更都獲得了當日最暢銷寵物攝影機的殊榮，成為至今最成功的寵物科技新創品牌．我們也表現亮眼，決定擴大延攬愛狗狗的研發、行銷高手，一起做出世界級的產品，拓展國際市場。目前Tomofun已在美國西雅圖、德國慕尼黑、日本東京、台灣台北皆設有辦公室。

Tomofun團隊重視五大文化：Fun、Open-minded、Explore、Agile與Customer Obsession。在這裡歡迎帶寵物一起上班，團隊每個人都是掌握自己工作與生活平衡的主人！隨著公司不斷茁壯，我們也期許團隊每個人一起成長，成為各領域的佼佼者。如果你也認同我們的熱情與理念，現在就加入我們，一起創造更多與毛孩子相伴的幸福生活吧！

【What you'll do】
・參與Scrum開發流程，與PM/RD 團隊討論研究新功能的開發與實作
・IoT, Cloud service, Android 及 iOS App 功能測試、迴歸測試 (regression test)
・建構及維護自動化測試，例如：Jmeter, iOS (Swift), Android (Kotlin), Backend/Frontend (Python, JavaScript)...etc
・測試案例撰寫，功能測試、迴歸測試 (regression test)、及效能測試 (performance test)
・Support Tool 開發與修改

【Who you are】
・在校生就讀大學或研究所資訊相關科系
・有基本 Linux 操作能力
・具備基礎程式能力(不限語言)，並且喜愛接觸新的技術與開發框架
・每週至少能進辦公室三天
・喜歡吃吃喝喝，因為我們有吃不完的零食櫃跟豐富的下午茶
・熱愛狗狗貓貓，因為公司每天都有狗狗貓貓陪你一起工作
"
69,"使用 HTML 與 JavaScript (ReactJS) 開發使用者介面，協助工程師完成應用軟體的開發與測試。 
本公司有完整的導師制度， 歡迎目前正在就讀大學或研究所的學生長期工讀。 

每週上班3天。享勞健保。
"
70,"-Python 監控與維運系統開發
-熟悉Python編程語言
-設計編寫API
-系統維運
-技術文件撰寫

【職務條件】
-具有 Git 版本控制相關知識
-熟悉 Linux 基本常見指令
-可獨立或與團隊合作，工作態度積極、負責，能配合公司規定

【需求條件】
1.一週可上班4天
2. 熟悉 Python
3. 任何 Database 經驗
4. 具有程式開發熱情
5. 目標導向的個人特質
"
71,"【工作內容】
作為AI部門的實習生，您將在資深同仁的帶領下，實際參與並負責智能客服及AI相關應用服務的設計、開發、測試、部署與維護等工作。

【需求條件】
1.   擁有1年以上 Java或 Python研發經驗 
2.   每週至少出席三天

【加分項目】
1.   可依產品story board快速規劃產品實作規格，如：開立 HTTP API 或 Restful API...等等。 
2.   可獨立操作 Linux 作業系統。 
3.   熟悉 HTTP / WebSocket 傳輸協定。 
4.   熟悉 JWT 應用。 
5.   熟悉使用 Jenkins 
6.   熟悉 git，有參與 git flow 經驗。 
7.   基本 RDB 資料庫操作 
8.   基本 Mongo DB 操作 
9.   基本 Redis 操作 
10.   基本 Elasticsearch 操作 "
72,"【關於此職務】
為什麼有志於程式開發的你，應該認真考慮我們的 『實習程式設計師』職務呢？

如果你對程式開發很有興趣，但是卻沒有相關經驗（譬如資工、資管大三、四或剛畢業），甚至不是資訊相關科系畢業，卻自認邏輯清楚，嚮往 以程式開發為終身志業，歡迎您來應徵這個實習 程式設計師的職務。只要你有決心，我們會以 三個月的時間，訓練你，讓你有機會成為用雙手創造改變的 優秀程式設計師。

1.理工科系畢業，無程式開發經驗可（在校生亦可 有實習時數最低限制）。
2.對撰寫程式開發有高度興趣，有志以此為終身職業。
3.樂於學習並希望創造優異的程式 影響這個世界。
4.對思辨、挑戰、創造改變 非常感興趣
5.喜愛並能願意學習、掌握各種新技術的重點
6.邏輯能力強，喜歡發現問題並挑戰最佳解決方案
7.自律、自信、積極主動、樂觀、喜歡做有效益的事情
8.有彈性、樂於接受領導、能溝通、樂於助人、習慣團隊合作
9.資訊相關科系 大三大四生或剛畢業者尤佳
10.實習時數，ㄧ周必須能來滿24小時以上(目前暫不收僅能暑期來的實習生)"
73,"工作項目：
1. 解決使用者報修的電腦問題
2. 使用者電腦軟硬體安裝需求
3. 撰寫資訊系統的操作手冊
4. 負責資訊類文書建檔業務
5. 定期系統狀況檢查與資訊資產盤作業


享有福利：
1.每半年依工作表現調整薪資
2.彈性排班
3.定期員工聚餐"
74,"Facebook及GOOGLE廣告 投放工讀生
需實務操作經驗

1 懂GA成效追蹤, 監控
2 數據成效追蹤及分析，進行調整及優化
3 會寫文案，懂廣告素材設計
4 Facebook、Instagram廣告投放及優化
5 行銷實務經驗1年以上
6 fb廣告投放策略制定及分析
7 熟稔ig fb 經營
8 負責廣告規畫與執行，分析廣告成效並提供優化建議
9 主管交辦事項
10 社群媒體 facebook / instagram 經營管理


請不要猶豫，快與我們分享您優越的工作經驗並將你的resume寄過來吧。。。

工作資格:
1.面試請攜帶行銷企劃案(加分用)
2.熟悉數位 : google、yahoo、facebook、IG、seo、內容行銷 (Content Marketing)、聯盟行銷、直播、口碑行銷、部落客業配文、電子報。

◆獎金 / 升遷制度
1.考核獎金(一年三次)
2.完整的教育訓練
3.順暢的升遷管道
4.不定時職外課程培訓
5.協助證照考取

工作內容：
●進行網站規劃或透過網路行銷方式，達到企業品牌／產品／活動之推廣。
●適當銷售工具、執行產品設計包裝、建立品牌價值 經營網路數位平台及使用工具推廣。
●擅於「網路行銷」、「社群經營」、「專案管理」相關工作經驗者，優先錄取。
●工作時間彈性／自由，採排班制，一班以四到六小時為佳,一週工作四到五天
。
＊ 歡迎大一至大三在學“在校生〞，具備社群行銷神小編的您趕快加入我們哦！
＊ 本公司休假日期比照公務員，可調整上下班時間哦！"
75,"前端網頁設計學習
後端程式設計學習
IIS網站架設學習
MySQL/MSSQL資料庫查詢語法學習
其它工程師養成等相關學習
工程師儲備"
76,"工作內容：

資料庫建置，熟悉SQL。具備細心與耐心，參與團隊合作。
"
77,"1. 協助學員上課與故障排除。 
2. 線上教學相關技術問題處理。
3.相關設備檢測與維護(PC、NB、行動裝置) 。
4.其他學習相關服務。
公司提供完整教育訓練，邀請對線上教學有熱忱且具抗壓性的您加入!!"
78,"<工作內容>
1. 協助內外部系統開發、除錯與維護
    - 學習 Ruby on Rails 與 SQL
2. 與同儕討論、學習，不斷精進
3. 其他主管交辦事項

<技能必要條件>
1. 在校有寫程式的經驗"
79,"1.品牌官網/電子商務網頁美學視覺風格設計
2.網頁EDM設計、UI介面SEO優化、BANNER設計、手機版網站設計、RWD設計製作， 熟悉各種瀏覽器的兼容性
3.具備HTML5、CSS3、Bootstrap、Query、JS…等網頁前端互動特效能力
4.具視覺傳達溝通能力與美學素養，邏輯清楚，良好的流程設計概念
5.需與業務、企劃、程式設計等相關人員配合，具備良好的團隊合作經驗能力
"
80,"1. 嵌入式系統開發，作業系統為Linux
2. 開發 switch / router 通訊協定
3. 網路技術研究與開發 
"
81,"1. 從事ASP、JSP、PHP...等相關網路程式設計語言撰寫、架站、網路安全維護等工作。
2. 負責軟體的分析、設計、程式撰寫與維護，並進行軟體的測試與修改，以及控管軟體設計進度。
3. 負責網路管理系統、Server建置與管理、電腦基本軟硬體維修、網頁資料庫設計等相關工作之工程師。"
