"index","接受身份","工作經歷","學歷要求","科系要求","語文條件","擅長工具","工作技能"
135,"上班族、應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、電機電子工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 ","C#、Unity3D","系統架構規劃、軟體程式設計"
136,"日間就讀中、夜間就讀中、研發替代役、學生實習"," 不拘 "," 專科以上 "," 數學及電算機科學學科類、工程學科類、工業技藝及機械學科類 "," 不拘 ","Linux、C、C++、Python","軟體程式設計、韌體程式設計、Machine Learning"
137,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 1年以上 "," 大學以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力"," 不拘 "," 不拘 "
138,"應屆畢業生、日間就讀中、夜間就讀中、研發替代役、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 ","Linux、C#、Java、Python、Spring、MS SQL、PostgreSQL、HTML、JavaScript","系統架構規劃、軟體工程系統開發、軟體品質與保證、軟體程式設計、網路程式設計、資料庫程式設計"
139,"應屆畢業生、日間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 資訊工程相關、電機電子工程相關、資訊管理相關 "," 不拘 "," 不拘 "," 不拘 "
140,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、資訊管理相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 "," 不拘 "," 不拘 "
141,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","Excel、PowerPoint、Word"," 不拘 "
142,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 英文 -- 聽 /中等、說 /略懂、讀 /中等、寫 /中等  中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 "," 不拘 "," 不拘 "
143,"應屆畢業生、日間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 資訊工程相關、數學及電算機科學學科類、資訊管理相關 "," 不拘 "," 不拘 "," 不拘 "
144,"日間就讀中、外籍人士、學生實習"," 1年以上 "," 大學 "," 不拘 "," 英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 "," 不拘 "," 不拘 "
145,"學生實習"," 不拘 "," 大學、碩士 "," 統計學相關、數理統計相關、應用數學相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 ","Python、R、Tableau"," 不拘 "
146,"學生實習"," 不拘 "," 大學、碩士 "," 資訊工程相關、電機電子工程相關、光電工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","Python"," 不拘 "
147,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 商業及管理學科類、數學及電算機科學學科類、工業技藝及機械學科類 "," 不拘 "," 不拘 "," 不拘 "
148,"日間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
149,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
150,"應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
151,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊管理相關、資訊工程相關、商業及管理學科類 "," 不拘 "," 不拘 "," 不拘 "
152,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊管理相關、資訊工程相關、商業及管理學科類 "," 不拘 "," 不拘 "," 不拘 "
153,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、學生實習"," 不拘 "," 大學 "," 資訊工程相關 "," 不拘 "," 不拘 "," 不拘 "
154,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊管理相關、資訊工程相關、通信學類 "," 不拘 "," 不拘 "," 不拘 "
155,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 ","Cisco、DHCP、FTP、HTTP、IDS"," 不拘 "
156,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊管理相關 "," 不拘 ","HTML、JavaScript、jQuery"," 不拘 "
157,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
158,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /精通、寫 /精通 ","Excel、Outlook"," 不拘 "
159,"上班族、應屆畢業生、日間就讀中、學生實習"," 不拘 "," 大學 "," 資訊管理相關、財稅金融相關 "," 不拘 ","C#、C++.Net、Python"," 不拘 "
160,"應屆畢業生、日間就讀中、夜間就讀中、研發替代役、學生實習"," 不拘 "," 專科、大學、碩士 "," 商業及管理學科類、數學及電算機科學學科類、工程學科類 "," 不拘 ","Java、HTML、J2SE、JavaScript、Web Master/Developer、XML、XML Web services、jQuery","作業系統基本操作、資訊設備環境設定、系統架構規劃、功能測試(function test)、軟體程式設計、結構化程式設計、資料庫程式設計、資料庫軟體應用"
161,"應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、學生實習"," 不拘 "," 專科、大學、碩士 "," 商業及管理學科類、數學及電算機科學學科類、工程學科類 "," 不拘 ","Linux、Windows Server 2012、Windows 10、Java、Python、SQR、Security、TCP/IP","作業系統基本操作、資訊設備環境設定、安裝與維護網路安全系統、網路系統配置"
162,"日間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 電機電子工程相關、資訊工程相關 "," 不拘 "," 不拘 "," 不拘 "
163,"應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 專科、大學 "," 資訊工程相關、資訊管理相關、應用數學相關 "," 不拘 ","C#、MS SQL、HTML、Excel、PowerPoint、Word"," 不拘 "
164,"學生實習"," 不拘 "," 大學、碩士 "," 工程學科類 "," 不拘 "," 不拘 "," 不拘 "
165,"上班族、應屆畢業生、原住民 、學生實習"," 不拘 "," 高中、專科、大學 "," 資訊工程相關、電機電子工程相關、其他工程相關 "," 不拘 "," 不拘 "," 不拘 "
166,"學生實習"," 不拘 "," 專科、大學、碩士 "," 不拘 "," 不拘 ","HTML、JavaScript、Excel"," 不拘 "
167,"上班族、應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 贊助提升英文能力","Excel、Outlook、PowerPoint、Word","文書處理軟體操作"
168,"學生實習"," 不拘 "," 大學、碩士 "," 資訊工程相關、資訊管理相關、其他數學及電算機科學相關 "," 不拘 ","Linux、Shell、UNIX、Vmware","作業系統基本操作、軟體程式設計"
169,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
170,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 數學及電算機科學學科類、工業技藝及機械學科類、工程學科類 "," 不拘 "," 不拘 ","伺服器網站管理維護、資訊設備操作檢修、軟體程式設計、網路程式設計、系統架構規劃與維護、網路規劃管理、網路應用軟體操作、電子設備操作簡修、配電裝修維護、電機設備保養修護、機械產品故障排除檢修、改善設備問題及功能提昇"
171,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
172,"日間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 電機電子工程相關、資訊工程相關、測量工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 "," 不拘 "," 不拘 "
173,"日間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 電機電子工程相關、資訊工程相關、測量工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 "," 不拘 "," 不拘 "
174,"學生實習"," 不拘 "," 大學、碩士 "," 電機電子工程相關、資訊工程相關 "," 不拘 "," 不拘 "," 不拘 "
175,"學生實習歡迎其他障礙的身心障礙人士，需附身心障礙證明 "," 不拘 "," 大學、碩士 "," 電機電子工程相關、資訊工程相關 "," 不拘 ","C、C++、Python、RDBMS、Unity3D、Unreal Engine"," 不拘 "
176,"學生實習歡迎其他障礙的身心障礙人士，需附身心障礙證明 "," 不拘 "," 大學、碩士 "," 電機電子工程相關、資訊工程相關 "," 不拘 ","Linux、C、C++"," 不拘 "
177,"日間就讀中、原住民 、學生實習"," 不拘 "," 大學、碩士 "," 資訊管理相關、資訊工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力","ASP.NET、Java、Visual Basic .net、MS SQL、Oracle"," 不拘 "
178,"日間就讀中、原住民 、學生實習"," 不拘 "," 大學、碩士 "," 資訊管理相關、資訊工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 ","ASP.NET、Java、Visual Basic .net、MS SQL、Oracle"," 不拘 "
179,"學生實習"," 不拘 "," 大學以上 "," 資訊工程相關 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 ","JavaScript"," 不拘 "
180,"日間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 電機電子工程相關、資訊工程相關 "," 不拘 "," 不拘 "," 不拘 "
181,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、電機電子工程相關 "," 不拘 ","C、C++、Java"," 不拘 "
182,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、電機電子工程相關 "," 不拘 ","C、C++、Python"," 不拘 "
183,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、電機電子工程相關 "," 不拘 ","Linux、Shell、C、Python"," 不拘 "
184,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 碩士以上 "," 資訊工程相關 "," 不拘 ","Linux、Github、C++、Java、Python"," 不拘 "
185,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、資訊管理相關 "," 不拘 ","Linux、TCP/IP","作業系統基本操作"
186,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 ","HTML"," 不拘 "
187,"上班族、應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 大學、碩士 "," 資訊工程相關、數學及電算機科學學科類、其他數學及電算機科學相關 "," 不拘 "," 不拘 "," 不拘 "
188,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 大學以上 "," 資訊工程相關、資訊管理相關 "," 不拘 ","Java、JavaScript"," 不拘 "
