"index","接受身份","工作經歷","學歷要求","科系要求","語文條件","擅長工具","工作技能"
29,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
30,"上班族、應屆畢業生、日間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
31,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 ","Excel、Word","倉庫貨物標示╱置放╱盤點、貨品包裝作業、商品收貨╱退貨作業、理貨╱揀貨╱補貨作業、貨物運送與資材配送、簽收╱驗收作業"
32,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
33,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
34,"應屆畢業生、學生實習"," 不拘 "," 大學以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
35,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科以上 "," 電機電子工程相關、機械工程相關、電機電子維護相關 "," 不拘 "," 不拘 "," 不拘 "
36,"上班族、應屆畢業生、夜間就讀中、原住民 、二度就業、學生實習"," 1年以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
37,"上班族、應屆畢業生、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、更生人、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
38,"上班族、應屆畢業生、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、更生人、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
39,"上班族、日間就讀中、外籍人士、學生實習"," 不拘 "," 高中、專科 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
40,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
41,"上班族、應屆畢業生、夜間就讀中、原住民 、二度就業、學生實習"," 1年以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
42,"上班族、應屆畢業生、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
43,"上班族、應屆畢業生、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 ","水泥粉刷飾面作業、表面修繕與塗裝工程"
44,"上班族、應屆畢業生、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
45,"上班族、應屆畢業生、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
46,"上班族、應屆畢業生、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
47,"上班族、應屆畢業生、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
48,"上班族、應屆畢業生、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 ","水泥粉刷飾面作業、表面修繕與塗裝工程"
49,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、更生人、學生實習"," 2年以上 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
50,"應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 機械工程相關、電機電子工程相關 "," 不拘 ","Windows 7、Excel、Word"," 不拘 "
51,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、中壯齡 、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
52,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
53,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習歡迎身心障礙人士，需附身心障礙證明 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
54,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
55,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
56,"上班族、應屆畢業生、夜間就讀中、原住民 、學生實習"," 1年以上 "," 不拘 "," 不拘 "," 不拘 ","Excel、Word"," 不拘 "
57,"應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
58,"上班族、應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
59,"上班族、應屆畢業生、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
60,"上班族、應屆畢業生、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
61,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
62,"應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
63,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
64,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
65,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
66,"應屆畢業生、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
67,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、更生人、學生實習"," 不拘 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
68,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 ","Adobe Acrobat、Excel、Word","文件收發與檔案管理、行政事務處理、電話接聽與人員接待事項、文件或資料輸入建檔處理、客戶情報蒐集、客訴案件處理、櫃檯門市接待與需求服務、產品介紹及解說銷售"
69,"上班族、應屆畢業生、夜間就讀中、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /不會  台語 -- 略懂 "," 不拘 "," 不拘 "
70,"上班族、應屆畢業生、夜間就讀中、二度就業、學生實習"," 1年以上 "," 專科 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
71,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
72,"夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科 "," 不拘 "," 不拘 "," 不拘 ","商品進貨入庫作業、安排出貨管理及統計、達成產能及出貨目標、維持產線正常運轉並跟催生產進度、化學檢測儀器操作、生產設備維護管理"
73,"上班族、應屆畢業生、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
74,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 ","日常檢查及異常狀況初步研判、達成產能及出貨目標"
75,"學生實習"," 不拘 "," 專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
76,"應屆畢業生、二度就業、學生實習"," 不拘 "," 大學以上 "," 機械維護相關、機械工程相關 "," 不拘 ","Excel、Outlook、PowerPoint、Word"," 不拘 "
77,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
78,"應屆畢業生、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
79,"上班族、應屆畢業生、夜間就讀中、外籍人士、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
80,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
81,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
82,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
83,"上班族、應屆畢業生、日間就讀中、夜間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
84,"上班族、應屆畢業生、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 電機電子維護相關 "," 不拘 "," 不拘 "," 不拘 "
85,"上班族、應屆畢業生、夜間就讀中、研發替代役、原住民 、中壯齡 、學生實習"," 1年以上 "," 高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 ","手工具使用、木工機器使用"
86,"日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
87,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 專科、大學 "," 電機電子工程相關、電機電子維護相關、冷凍空調相關 "," 不拘 "," 不拘 "," 不拘 "
88,"夜間就讀中、學生實習"," 不拘 "," 高中以上 "," 汽車汽修相關 "," 不拘 "," 不拘 ","汽車引擎機件檢查及修護"
89,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
90,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
91,"上班族、應屆畢業生、日間就讀中、夜間就讀中、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
92,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、原住民 、二度就業、中壯齡 、中高齡 、高齡 、更生人、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
93,"上班族、應屆畢業生、日間就讀中、夜間就讀中、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
94,"上班族、應屆畢業生、日間就讀中、外籍人士、二度就業、學生實習"," 不拘 "," 高中、專科 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
95,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 "," 不拘 "
96,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
97,"上班族、應屆畢業生、日間就讀中、研發替代役、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
98,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
99,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、中壯齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
100,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 1年以上 "," 高中以下、高中、專科、大學 "," 餐旅服務相關 "," 不拘 "," 不拘 "," 不拘 "
101,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 ","商品進貨入庫作業、熟悉包裝材料與結構、達成產能及出貨目標"
102,"應屆畢業生、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、更生人、學生實習"," 不拘 "," 高中以下、高中 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
103,"應屆畢業生、日間就讀中、夜間就讀中、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
104,"上班族、應屆畢業生、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、更生人、學生實習"," 不拘 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 ","達成產能及出貨目標"
105,"上班族、應屆畢業生、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
106,"上班族、應屆畢業生、日間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 高中、專科、大學 "," 光電工程相關、電機電子工程相關 "," 不拘 "," 不拘 "," 不拘 "
107,"上班族、應屆畢業生、日間就讀中、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
108,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
109,"上班族、應屆畢業生、日間就讀中、夜間就讀中、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 ","貨品包裝作業"
110,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
111,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
112,"上班族、應屆畢業生、日間就讀中、研發替代役、原住民 、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
113,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
114,"上班族、應屆畢業生、夜間就讀中、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
115,"上班族、應屆畢業生、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
116,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 台語 -- 中等 "," 不拘 "," 不拘 "
117,"上班族、應屆畢業生、夜間就讀中、原住民 、學生實習"," 不拘 "," 高中以上 "," 機械工程相關、工業設計相關 "," 英文 -- 聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂 ","PTC Creo Elements/Direct、AutoCAD、AutoCad 3D、Pro/E、SolidWorks、Inventor","機械相關圖表繪製、電腦輔助設計軟體操作、繪製電腦相關配圖、繪製2D／3D模具設計圖"
118,"上班族、應屆畢業生、夜間就讀中、原住民 、二度就業、學生實習"," 1年以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
119,"上班族、應屆畢業生、夜間就讀中、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 2年以上 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
120,"上班族、應屆畢業生、日間就讀中、夜間就讀中、二度就業、中壯齡 、中高齡 、學生實習"," 2年以上 "," 高中以下、高中 "," 電機電子維護相關、機械維護相關 "," 中文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  台語 -- 中等 "," 不拘 ","配電裝修維護、電機設備保養修護、電機設備操作"
121,"上班族、應屆畢業生、研發替代役、學生實習"," 不拘 "," 高中、專科、大學 "," 電機電子工程相關、機械工程相關 "," 不拘 "," 不拘 "," 不拘 "
122,"日間就讀中、學生實習"," 不拘 "," 高中以上 "," 資訊工程相關、資訊管理相關 "," 不拘 ","OS X、Windows Mobile、Windows Vista、Windows 7、Android、iOS、Windows 8","電話接聽與人員接待事項、文件或資料輸入建檔處理、客戶資料更新維護、客訴案件處理、作業系統基本操作、電腦設備裝配、資訊設備操作檢修、資訊設備環境設定"
123,"上班族、應屆畢業生、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
124,"上班族、應屆畢業生、夜間就讀中、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
125,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 電機電子維護相關、機械工程相關、資訊工程相關 "," 不拘 "," 不拘 "," 不拘 "
126,"上班族、應屆畢業生、夜間就讀中、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
127,"上班族、應屆畢業生、夜間就讀中、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
128,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
129,"上班族、應屆畢業生、夜間就讀中、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
130,"上班族、應屆畢業生、夜間就讀中、二度就業、學生實習"," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
131,"應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 不拘 "," 高中、專科、大學 "," 電機電子維護相關、機械工程相關、資訊工程相關 "," 不拘 "," 不拘 "," 不拘 "
132,"上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、學生實習"," 不拘 "," 高中以上 "," 不拘 "," 不拘 ","Excel、Word","倉庫貨物標示╱置放╱盤點、貨品包裝作業、理貨╱揀貨╱補貨作業"
133,"應屆畢業生、夜間就讀中、原住民 、二度就業、學生實習"," 不拘 "," 高中以下、高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
134,"上班族、應屆畢業生、日間就讀中、夜間就讀中、學生實習"," 1年以上 "," 高中以下、高中、專科、大學、碩士 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
135,"應屆畢業生、日間就讀中、夜間就讀中、原住民 、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
136,"日間就讀中、夜間就讀中、外籍人士、學生實習"," 不拘 "," 專科、大學、碩士 "," 電機電子工程相關、資訊工程相關 "," 不拘 "," 不拘 ","客訴案件處理、櫃檯門市接待與需求服務、功能測試(function test)、硬體整合測試、電子設備操作簡修"
137,"上班族、應屆畢業生、夜間就讀中、二度就業、中壯齡 、學生實習"," 不拘 "," 高中、專科、大學 "," 不拘 "," 不拘 "," 不拘 "," 不拘 "
